"","age","workclass","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income_class"
"10474",31,"Private",9,"Married","Blue-Collar","Husband","White","Male",5013,0,40,"United-States","<=50K"
"10490",52,"Federal-Govt",14,"Married","White-Collar","Husband","White","Male",5013,0,40,"United-States","<=50K"
"10497",49,"Private",9,"Married","White-Collar","Husband","White","Male",7688,0,55,"United-States",">50K"
"10505",23,"Private",13,"Never-Married","Other-Occupations","Not-in-family","White","Female",2907,0,40,"United-States","<=50K"
"10511",35,"Private",10,"Married","Admin","Wife","White","Female",7688,0,20,"United-States",">50K"
"10535",47,"Private",10,"Married","Blue-Collar","Husband","Asian","Male",3103,0,40,"SE-Asia",">50K"
"10546",90,"Private",9,"Married","Blue-Collar","Husband","White","Male",9386,0,50,"South-America",">50K"
"10592",26,"Private",9,"Married","Blue-Collar","Husband","White","Male",5013,0,60,"United-States","<=50K"
"10616",69,"Other-Govt",9,"Married","Blue-Collar","Husband","White","Male",1424,0,6,"United-States","<=50K"
"10622",38,"Private",9,"Married","Blue-Collar","Husband","White","Male",7298,0,50,"United-States",">50K"
"10663",18,"Private",9,"Never-Married","Blue-Collar","Own-child","White","Male",2176,0,25,"United-States","<=50K"
"10668",40,"Private",14,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"10669",44,"Other-Govt",13,"Married","Admin","Husband","White","Male",5013,0,40,"United-States","<=50K"
"10673",57,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",3137,0,40,"United-States","<=50K"
"10674",71,"Self-Employed",13,"Married","Professional","Husband","White","Male",9386,0,30,"United-States",">50K"
"10685",64,"Self-Employed",7,"Widowed","Admin","Not-in-family","White","Female",3674,0,35,"United-States","<=50K"
"10689",58,"Self-Employed",11,"Not-Married","Sales","Not-in-family","White","Male",2202,0,56,"United-States","<=50K"
"10701",68,"Self-Employed",16,"Married","Professional","Husband","White","Male",20051,0,50,"United-States",">50K"
"10702",33,"Private",13,"Never-Married","Professional","Not-in-family","White","Male",2202,0,50,"United-States","<=50K"
"10720",36,"Private",10,"Married","Sales","Husband","White","Male",7688,0,45,"United-States",">50K"
"10730",42,"Other-Govt",10,"Married","White-Collar","Husband","White","Male",15024,0,40,"United-States",">50K"
"10770",36,"Private",13,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"10790",34,"Private",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",2174,0,40,"United-States","<=50K"
"10793",30,"Private",13,"Married","Professional","Wife","White","Female",7688,0,50,"United-States",">50K"
"10794",67,"Private",10,"Married","Blue-Collar","Husband","White","Male",10605,0,10,"United-States",">50K"
"10800",45,"Other-Govt",16,"Married","White-Collar","Husband","White","Male",7688,0,45,"United-States",">50K"
"10802",58,"Private",9,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"10805",20,"Private",10,"Never-Married","Professional","Other-relative","Black","Female",594,0,20,"United-States","<=50K"
"10812",65,"Private",10,"Not-Married","Professional","Not-in-family","White","Male",11678,0,50,"United-States",">50K"
"10814",29,"Private",9,"Not-Married","Service","Not-in-family","White","Male",10520,0,40,"United-States",">50K"
"10816",37,"Federal-Govt",10,"Married","Admin","Husband","White","Male",7688,0,40,"United-States",">50K"
"10818",35,"Private",10,"Married","Sales","Husband","White","Male",5013,0,70,"United-States","<=50K"
"10830",50,"Private",11,"Married","Other-Occupations","Husband","White","Male",3103,0,40,"United-States",">50K"
"10834",21,"Private",9,"Never-Married","Blue-Collar","Own-child","White","Male",2176,0,40,"United-States","<=50K"
"10881",25,"Private",9,"Never-Married","Blue-Collar","Own-child","White","Male",4416,0,40,"United-States","<=50K"
"10892",33,"Self-Employed",11,"Married","Professional","Wife","White","Female",3103,0,50,"United-States",">50K"
"10897",36,"Private",13,"Married","Professional","Husband","White","Male",15024,0,50,"United-States",">50K"
"10903",35,"Private",13,"Married","Professional","Husband","White","Male",5013,0,40,"United-States","<=50K"
"10907",32,"Self-Employed",10,"Married","White-Collar","Husband","White","Male",15024,0,50,"United-States",">50K"
"10910",47,"Self-Employed",9,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"10920",53,"Other-Govt",14,"Married","White-Collar","Husband","White","Male",15024,0,38,"United-States",">50K"
"10945",21,"Private",9,"Never-Married","Blue-Collar","Not-in-family","White","Male",3674,0,50,"United-States","<=50K"
"10961",36,"Private",9,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"10981",54,"Private",9,"Married","Other-Occupations","Husband","White","Male",7688,0,25,"United-States",">50K"
"10990",60,"Other-Govt",13,"Married","Professional","Husband","White","Male",7298,0,40,"United-States",">50K"
"11006",28,"Other-Govt",13,"Never-Married","Professional","Own-child","White","Male",6849,0,40,"United-States","<=50K"
"11009",66,"Federal-Govt",11,"Widowed","Service","Unmarried","Black","Female",3273,0,40,"United-States","<=50K"
"11012",45,"Federal-Govt",13,"Married","Admin","Husband","White","Male",5013,0,45,"United-States","<=50K"
"11018",54,"Private",10,"Married","Blue-Collar","Husband","White","Male",3103,0,40,"Euro_1",">50K"
"11021",49,"Private",10,"Not-Married","White-Collar","Not-in-family","White","Male",3325,0,50,"United-States","<=50K"
"11026",48,"Private",13,"Married","White-Collar","Husband","White","Male",7298,0,60,"United-States",">50K"
"11041",46,"Self-Employed",15,"Married","White-Collar","Husband","White","Male",15024,0,55,"United-States",">50K"
"11076",52,"Other-Govt",6,"Married","Blue-Collar","Husband","White","Male",5013,0,40,"United-States","<=50K"
"11079",48,"Private",13,"Married","White-Collar","Husband","White","Male",7688,0,65,"United-States",">50K"
"11111",40,"Private",10,"Not-Married","Service","Not-in-family","Black","Male",4787,0,50,"United-States",">50K"
"11117",52,"Self-Employed",14,"Married","Professional","Husband","White","Male",15024,0,60,"United-States",">50K"
"11123",24,"Private",4,"Married","Blue-Collar","Husband","White","Male",2105,0,50,"United-States","<=50K"
"11135",32,"Private",1,"Married","Blue-Collar","Wife","Asian","Female",4508,0,40,"SE-Asia","<=50K"
"11139",28,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",5013,0,55,"United-States","<=50K"
"11150",42,"Private",9,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"11157",25,"Private",13,"Never-Married","Professional","Not-in-family","White","Male",3674,0,30,"United-States","<=50K"
"11178",32,"Private",11,"Married","Professional","Husband","White","Male",7298,0,42,"United-States",">50K"
"11192",47,"Other-Govt",14,"Married","Professional","Husband","White","Male",7688,0,45,"United-States",">50K"
"11193",47,"Private",9,"Married","Admin","Husband","White","Male",5178,0,30,"British-Commonwealth",">50K"
"11202",62,"Self-Employed",9,"Married","White-Collar","Husband","Black","Male",20051,0,72,"United-States",">50K"
"11206",51,"Private",9,"Not-Married","Admin","Unmarried","White","Female",4787,0,24,"United-States",">50K"
"11216",37,"Private",9,"Never-Married","Other-Occupations","Not-in-family","White","Female",14084,0,35,"United-States",">50K"
"11217",66,"Private",14,"Married","Professional","Husband","White","Male",2936,0,20,"United-States","<=50K"
"11220",70,"Self-Employed",10,"Married","Sales","Husband","White","Male",10566,0,40,"United-States","<=50K"
"11261",54,"Private",14,"Married","Professional","Husband","Asian","Male",7298,0,40,"British-Commonwealth",">50K"
"11281",59,"Self-Employed",10,"Widowed","Blue-Collar","Not-in-family","White","Female",6849,0,40,"United-States","<=50K"
"11293",51,"Private",7,"Married","Sales","Husband","White","Male",4386,0,30,"United-States",">50K"
"11302",36,"Private",9,"Married","Blue-Collar","Husband","White","Male",7688,0,50,"United-States",">50K"
"11325",65,"Private",12,"Married","White-Collar","Husband","White","Male",3818,0,40,"United-States","<=50K"
"11344",37,"Self-Employed",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",27828,0,40,"United-States",">50K"
"11353",53,"Self-Employed",10,"Not-Married","Sales","Not-in-family","White","Male",8614,0,50,"Other",">50K"
"11363",28,"Self-Employed",10,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"11365",44,"Self-Employed",10,"Never-Married","White-Collar","Not-in-family","Black","Male",2202,0,45,"United-States","<=50K"
"11374",44,"Private",13,"Married","White-Collar","Husband","White","Male",7298,0,48,"United-States",">50K"
"11395",45,"Private",9,"Married","Blue-Collar","Husband","Black","Male",7298,0,40,"United-States",">50K"
"11397",25,"Private",14,"Never-Married","Professional","Not-in-family","White","Female",4650,0,37,"United-States","<=50K"
"11419",38,"Private",13,"Not-Married","Sales","Unmarried","White","Female",1151,0,40,"United-States","<=50K"
"11453",23,"Private",7,"Married","Blue-Collar","Husband","White","Male",4508,0,25,"United-States","<=50K"
"11465",69,"Private",5,"Never-Married","Blue-Collar","Other-relative","White","Male",2993,0,40,"United-States","<=50K"
"11520",41,"Private",9,"Married","Sales","Husband","White","Male",2829,0,40,"United-States","<=50K"
"11522",43,"Private",13,"Married","White-Collar","Husband","Black","Male",7688,0,40,"United-States",">50K"
"11539",47,"Private",15,"Married","White-Collar","Husband","White","Male",7688,0,60,"United-States",">50K"
"11546",62,"Private",13,"Married","Blue-Collar","Husband","White","Male",7688,0,50,"United-States",">50K"
"11583",51,"Private",10,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"11585",53,"Private",13,"Not-Married","Professional","Not-in-family","White","Male",14344,0,55,"United-States",">50K"
"11588",40,"Private",10,"Married","Blue-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"11590",54,"Private",11,"Married","Blue-Collar","Husband","Asian","Male",5013,0,40,"SE-Asia","<=50K"
"11601",47,"Private",13,"Married","White-Collar","Husband","White","Male",3103,0,60,"United-States",">50K"
"11607",30,"Private",11,"Married","Professional","Husband","White","Male",5178,0,52,"United-States",">50K"
"11642",40,"Private",3,"Married","Service","Husband","Other","Male",4064,0,40,"Latin-America","<=50K"
"11648",47,"Other-Govt",7,"Married","Blue-Collar","Husband","White","Male",3411,0,40,"South-America","<=50K"
"11653",30,"Self-Employed",14,"Married","White-Collar","Husband","White","Male",15024,0,60,"United-States",">50K"
"11666",29,"Private",15,"Not-Married","Professional","Own-child","White","Female",2174,0,72,"United-States","<=50K"
"11670",35,"Private",9,"Never-Married","Service","Not-in-family","White","Male",3325,0,50,"United-States","<=50K"
"11690",26,"Private",9,"Married","Blue-Collar","Husband","White","Male",3464,0,48,"United-States","<=50K"
"11696",28,"Federal-Govt",10,"Never-Married","Admin","Unmarried","Black","Female",3887,0,40,"United-States","<=50K"
"11702",67,"Self-Employed",9,"Widowed","White-Collar","Not-in-family","White","Female",15831,0,40,"United-States",">50K"
"11704",26,"Private",10,"Married","White-Collar","Husband","White","Male",7688,0,40,"United-States",">50K"
"11724",61,"Self-Employed",10,"Married","Sales","Husband","White","Male",7688,0,36,"United-States",">50K"
"11732",90,"Self-Employed",9,"Widowed","Service","Not-in-family","White","Male",401,0,4,"United-States","<=50K"
"11748",37,"Federal-Govt",13,"Married","Admin","Husband","Asian","Male",7298,0,40,"SE-Asia",">50K"
"11755",69,"Private",10,"Married","White-Collar","Husband","White","Male",20051,0,50,"United-States",">50K"
"11759",57,"Self-Employed",13,"Married","White-Collar","Husband","White","Male",7688,0,60,"United-States",">50K"
"11771",78,"Private",9,"Widowed","Admin","Not-in-family","White","Female",1086,0,20,"United-States","<=50K"
"11773",40,"Private",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",2174,0,60,"Euro_2","<=50K"
"11785",38,"Other-Govt",14,"Married","White-Collar","Husband","White","Male",7298,0,60,"United-States",">50K"
"11786",35,"Private",9,"Married","Admin","Wife","White","Female",4386,0,35,"United-States",">50K"
"11819",36,"Other-Govt",14,"Not-Married","Professional","Unmarried","White","Male",5455,0,30,"United-States","<=50K"
"11827",59,"Other-Govt",16,"Not-Married","Professional","Unmarried","White","Male",25236,0,45,"United-States",">50K"
"11837",49,"Federal-Govt",13,"Married","White-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"11845",31,"Private",9,"Never-Married","White-Collar","Not-in-family","White","Male",3325,0,40,"United-States","<=50K"
"11868",26,"Private",9,"Never-Married","Blue-Collar","Unmarried","White","Male",5721,0,40,"United-States","<=50K"
"11871",47,"Private",10,"Married","Other-Occupations","Husband","White","Male",7298,0,40,"United-States",">50K"
"11873",34,"Private",9,"Not-Married","Admin","Unmarried","White","Female",7443,0,35,"United-States","<=50K"
"11904",34,"Private",9,"Never-Married","Blue-Collar","Unmarried","White","Male",2036,0,30,"United-States","<=50K"
"11943",25,"Private",10,"Married","Other-Occupations","Husband","White","Male",3137,0,40,"United-States","<=50K"
"11944",50,"Other-Govt",14,"Married","Professional","Husband","White","Male",7688,0,50,"United-States",">50K"
"11970",51,"Private",10,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"11975",53,"Private",13,"Never-Married","Service","Not-in-family","White","Male",8614,0,50,"Euro_1",">50K"
"11976",33,"Other-Govt",14,"Married","Professional","Wife","White","Female",7688,0,35,"United-States",">50K"
"11999",20,"Private",10,"Never-Married","Professional","Own-child","White","Female",2176,0,12,"United-States","<=50K"
"12005",46,"Private",8,"Married","Blue-Collar","Husband","White","Male",7298,0,40,"United-States",">50K"
"12016",46,"Private",14,"Married","Professional","Wife","White","Female",7688,0,35,"United-States",">50K"
"12019",45,"Private",16,"Married","Professional","Husband","White","Male",7688,0,50,"United-States",">50K"
"12023",37,"Private",13,"Married","White-Collar","Husband","White","Male",5178,0,40,"United-States",">50K"
"12093",52,"Private",9,"Married","Blue-Collar","Husband","White","Male",4386,0,40,"United-States",">50K"
"12115",36,"Private",15,"Married","Professional","Husband","White","Male",5178,0,60,"South-America",">50K"
"12117",43,"Private",10,"Married","Blue-Collar","Husband","White","Male",4064,0,38,"United-States","<=50K"
"12133",72,"Private",9,"Widowed","Admin","Not-in-family","White","Female",6360,0,40,"United-States","<=50K"
"12138",69,"Private",9,"Widowed","Admin","Unmarried","White","Female",1848,0,12,"United-States","<=50K"
"12153",33,"Private",13,"Married","Professional","Husband","White","Male",3103,0,43,"United-States",">50K"
"12180",24,"Private",9,"Married","Blue-Collar","Husband","White","Male",4386,0,40,"United-States",">50K"
"12187",40,"Private",10,"Married","Admin","Husband","White","Male",5178,0,60,"United-States",">50K"
"12208",33,"Private",14,"Married","Professional","Husband","White","Male",15024,0,40,"United-States",">50K"
"12220",58,"Private",9,"Not-Married","Admin","Unmarried","White","Female",2174,0,40,"United-States","<=50K"
"12225",37,"Other-Govt",14,"Married","Other-Occupations","Husband","White","Male",7688,0,50,"United-States",">50K"
"12233",32,"Private",10,"Married","White-Collar","Husband","White","Male",15024,0,60,"United-States",">50K"
